"gene"	"ann"	"ara"	"max"	"tmax"	"tmin"	"pos"	"per"	"reanno"	"par"	"fix"
"yggP"	"missense"	"p3"	0.0512820512821	9000	8500	2962584	13	"yggP"	4	1
"yggP"	"sv"	"p3"	0.08	10000	8500	2962588	14	"yggP"	4	1
"yggP"	"missense"	"p3"	0.462121212121	34500	11000	2962981	8	"yggP"	4	1
"cmtA"	"missense"	"p3"	0.077380952381	33000	7500	2963880	15	"cmtA"	5	1
"cmtA"	"missense"	"p3"	0.0838323353293	33000	5500	2964061	6	"cmtA"	5	1
"cmtA"	"missense"	"p3"	0.644859813084	32500	19500	2964138	20	"cmtA"	5	1
"cmtA"	"missense"	"p3"	0.08	8000	7500	2964172	3	"cmtA"	5	1
"cmtB"	"missense"	"p3"	1	14500	8000	2964681	83	"cmtB"	2	2
"cmtB"	"promoter"	"p3"	0.0952380952381	26000	6000	2965172	14	"IR2363"	2	0
"tktA"	"missense"	"p3"	0.294117647059	44000	14000	2966167	8	"tktA"	5	0
"yggG"	"missense"	"p3"	0.163461538462	25000	23000	2967700	9	"yggG"	3	1
"yggG"	"missense"	"p3"	0.10303030303	30500	8500	2967817	14	"yggG"	3	1
"yggG"	"frameshift"	"p3"	0.0544217687075	34000	32500	2968058	7	"yggG"	3	1
"speB"	"missense"	"p3"	0.78813559322	46000	5000	2968909	24	"speB"	2	0
"speA"	"missense"	"p3"	0.101449275362	33000	17000	2971416	4	"speA"	6	1
"speA"	"missense"	"p3"	0.727272727273	45500	11000	2971454	29	"speA"	6	1
"yqgC"	"missense"	"p3"	0.0112359550562	46500	46500	2972047	1	"yqgC"	5	0
"yqgD"	"frameshift"	"p3"	0.121951219512	16000	2500	2972272	29	"yqgD"	3	0
"intergenic"	"intergenic"	"p3"	0.291139240506	34500	8500	2973688	24	"IR2370"	3	1
"galP"	"missense"	"p3"	0.0754716981132	35500	18500	2975201	7	"galP"	5	0
"sprT"	"promoter"	"p3"	1	37000	17500	2975441	44	"IR2371"	2	1
"endA"	"promoter"	"p3"	1	29500	10000	2976046	58	"IR2372"	2	1
"gshB"	"missense"	"p3"	0.00826446280992	24000	24000	2977744	1	"gshB"	5	3
"gshB"	"missense"	"p3"	0.0802139037433	36000	7000	2977803	16	"gshB"	5	3
"gshB"	"missense"	"p3"	0.0833333333333	500	500	2978115	5	"gshB"	5	3
"gshB"	"missense"	"p3"	1	38000	26500	2978208	40	"gshB"	5	3
"yqgE"	"missense"	"p3"	1	20500	7500	2979244	30	"yqgE"	5	2
"yggR"	"frameshift"	"p3"	0.0526315789474	29000	17500	2980449	11	"yggR"	6	2
"yggR"	"missense"	"p3"	0.0882352941176	32500	27500	2980795	10	"yggR"	6	2
"yggS"	"missense"	"p3"	0.445454545455	34500	34000	2981397	7	"yggS"	4	0
"yggV"	"missense"	"p3"	0.0869565217391	29000	17000	2982519	7	"yggV"	4	0
"yggV"	"missense"	"p3"	0.260869565217	16500	16000	2983008	9	"yggV"	4	0
"yggW"	"missense"	"p3"	1	30000	14000	2983243	64	"yggW"	3	2
"yggW"	"missense"	"p3"	1	30000	23000	2983999	52	"yggW"	3	2
"ansB"	"missense"	"p3"	0.509090909091	22500	8000	2985872	11	"ansB"	6	1
"yggN"	"promoter"	"p3"	1	29500	19000	2987349	59	"IR2383"	2	1
"yggH"	"missense"	"p3"	0.6	50000	7000	2988036	23	"yggH"	5	3
"yggH"	"promoter"	"p3"	1	16000	7500	2988534	84	"IR2384"	2	1
"yggH"	"promoter"	"p3"	1	42000	36000	2988570	29	"IR2384"	2	1
"yggX"	"missense"	"p3"	0.0512820512821	35000	34500	2989774	3	"yggX"	2	0
"yggX"	"missense"	"p3"	0.12676056338	34500	29500	2990009	10	"yggX"	2	0
"nupG"	"missense"	"p3"	0.608695652174	20500	8500	2991451	7	"nupG"	6	0
"nupG"	"missense"	"p3"	0.455172413793	29000	24500	2991651	11	"nupG"	6	0
"nupG"	"missense"	"p3"	0.0674157303371	45500	44500	2992488	5	"nupG"	6	0
"speC"	"missense"	"p3"	0.047619047619	11000	11000	2993506	1	"speC"	7	1
"intergenic"	"intergenic"	"p3"	1	30000	2000	2994938	52	"IR2389"	4	1
"yqgA"	"missense"	"p3"	0.0992366412214	33000	19000	2995302	7	"yqgA"	4	0
"intergenic"	"intergenic"	"p3"	0.760683760684	42000	3500	2996198	58	"IR2391"	4	2
"yeeP"	"promoter"	"p3"	1	5500	1500	2996343	95	"IR2391"	4	2
"yeeP"	"missense"	"p3"	0.285714285714	48000	13000	2996377	10	"int#2"	6	1
"intergenic"	"intergenic"	"p3"	0.0714285714286	18000	16500	2997344	7	"ECB_02798"	7	4
"intergenic"	"intergenic"	"p3"	0.712765957447	39000	29500	2997347	30	"ECB_02798"	7	4
"intergenic"	"intergenic"	"p3"	1	9500	1500	2997454	93	"ECB_02798"	7	4
"intergenic"	"intergenic"	"p3"	0.0521739130435	31000	28000	2998290	9	"IR2393"	7	2
"intergenic"	"intergenic"	"p3"	1	38000	8000	2998594	33	"IR2393"	7	2
"intergenic"	"intergenic"	"p3"	0.0617283950617	17000	17000	2998673	5	"IR2393"	7	2
"intergenic"	"intergenic"	"p3"	0.0524017467249	36500	31000	2999201	9	"IR2394"	5	1
"intergenic"	"intergenic"	"p3"	0.0855263157895	36000	14000	2999840	12	"ECB_02800"	10	3
"intergenic"	"intergenic"	"p3"	1	12500	2000	3000264	84	"ECB_02800"	10	3
"intergenic"	"intergenic"	"p3"	0.181818181818	30000	20000	3000588	18	"ECB_02800"	10	3
"intergenic"	"intergenic"	"p3"	1	13500	8000	3000987	84	"ECB_02800"	10	3
"intergenic"	"intergenic"	"p3"	0.0526315789474	45500	43000	3001056	5	"ECB_02800"	10	3
"intergenic"	"intergenic"	"p3"	0.08	37500	36500	3001244	4	"ECB_02800"	10	3
"intergenic"	"intergenic"	"p3"	1	18000	8500	3001671	77	"ECB_02800"	10	3
"intergenic"	"intergenic"	"p3"	0.0917431192661	33000	32000	3001685	5	"ECB_02800"	10	3
"intergenic"	"intergenic"	"p3"	1	37000	2000	3001749	46	"ECB_02800"	10	3
"intergenic"	"intergenic"	"p3"	0.10625	28000	26000	3001818	6	"ECB_02800"	10	3
"intergenic"	"intergenic"	"p3"	0.235294117647	19000	16000	3001956	8	"ECB_02800"	10	3
"yeeR"	"missense"	"p3"	0.0224719101124	29500	24500	3003707	3	"ECB_02801"	7	4
"yeeR"	"missense"	"p3"	0.175	18500	3000	3004427	13	"ECB_02801"	7	4
"yeeR"	"frameshift"	"p3"	0.107142857143	4000	2500	3005025	46	"ECB_02801"	7	4
"yafZ"	"missense"	"p3"	0.329113924051	24000	23000	3005262	9	"ECB_02802"	3	0
"yafZ"	"frameshift"	"p3"	0.136752136752	46000	2500	3005308	11	"ECB_02802"	3	0
"yafZ"	"missense"	"p3"	0.0729927007299	31500	7000	3005308	14	"ECB_02802"	3	0
"intergenic"	"intergenic"	"p3"	0.0888888888889	18500	17500	3006081	8	"ECB_02803"	6	2
"intergenic"	"intergenic"	"p3"	0.0740740740741	24500	15500	3006424	9	"ECB_02803"	6	2
"intergenic"	"sv"	"p3"	0.8	47000	8500	3006457	62	"ECB_02803"	6	2
"intergenic"	"intergenic"	"p3"	1	18500	8000	3006457	83	"ECB_02803"	6	2
"yeeS"	"missense"	"p3"	0.159090909091	24000	23000	3007073	14	"ESCRE2987"	2	0
"yeeS"	"missense"	"p3"	0.139240506329	35500	35000	3007394	6	"ECB_02804"	4	1
"yeeS"	"missense"	"p3"	0.0681818181818	38500	8000	3007468	7	"ECB_02804"	4	1
"yeeS"	"missense"	"p3"	0.275	15500	9000	3007490	9	"ECB_02804"	4	1
"yeeS"	"missense"	"p3"	1	38000	12000	3007551	33	"ECB_02804"	4	1
"yeeS"	"promoter"	"p3"	0.0569105691057	29000	14000	3007866	6	"ESCRE2989"	2	1
"yeeU"	"missense"	"p3"	1	20500	4500	3008391	29	"IR2400"	6	3
"yeeU"	"missense"	"p3"	1	19000	14000	3008394	71	"IR2400"	6	3
"yeeU"	"frameshift"	"p3"	0.666666666667	30000	8000	3008430	66	"IR2400"	6	3
"yeeU"	"sv"	"p3"	1	13000	5500	3008431	77	"IR2400"	6	3
"yeeU"	"missense"	"p3"	0.916666666667	6000	4500	3008432	27	"IR2400"	6	3
"yeeV"	"missense"	"p3"	0.0705882352941	42500	35000	3009543	6	"yeeV#1"	2	0
"yeeW"	"missense"	"p3"	0.0555555555556	43000	37500	3009837	4	"yeeW#1"	4	0
"yeeW"	"missense"	"p3"	0.0531914893617	32500	29000	3009924	6	"yeeW#1"	4	0
"intergenic"	"intergenic"	"p3"	0.192307692308	16500	16000	3011735	7	"IR2405"	4	2
"intergenic"	"intergenic"	"p3"	0.314814814815	32500	21500	3011996	6	"IR2405"	4	2
"intergenic"	"intergenic"	"p3"	1	4000	3000	3012005	93	"IR2405"	4	2
"intergenic"	"intergenic"	"p3"	0.115207373272	35000	34000	3012121	7	"IR2405"	4	2
"intergenic"	"intergenic"	"p3"	0.812121212121	39000	11000	3012138	31	"ECB_02813"	2	0
"intergenic"	"intergenic"	"p3"	0.0504587155963	35000	23000	3012356	11	"kpsF"	6	2
"intergenic"	"intergenic"	"p3"	1	20500	15500	3012482	32	"kpsF"	6	2
"intergenic"	"intergenic"	"p3"	0.5	50000	33000	3012547	6	"kpsF"	6	2
"intergenic"	"intergenic"	"p3"	0.131578947368	12500	8000	3012892	14	"kpsF"	6	2
"intergenic"	"intergenic"	"p3"	0.142857142857	18500	8000	3013675	9	"kpsE"	6	0
"intergenic"	"intergenic"	"p3"	0.2	50000	14000	3014022	11	"kpsE"	6	0
"intergenic"	"intergenic"	"p3"	0.866666666667	46000	24500	3014211	29	"kpsE"	6	0
"intergenic"	"intergenic"	"p3"	0.780487804878	46000	40000	3014285	18	"kpsE"	6	0
"intergenic"	"intergenic"	"p3"	0.417910447761	34000	6000	3014789	15	"kpsD"	10	7
"intergenic"	"intergenic"	"p3"	1	20500	19000	3014964	22	"kpsD"	10	7
"intergenic"	"intergenic"	"p3"	1	30000	5500	3015278	60	"kpsD"	10	7
"intergenic"	"intergenic"	"p3"	0.105263157895	18000	3500	3015531	4	"kpsD"	10	7
"intergenic"	"intergenic"	"p3"	0.0972222222222	24000	24000	3015824	6	"kpsD"	10	7
"intergenic"	"intergenic"	"p3"	1	29500	16500	3015985	65	"kpsD"	10	7
"intergenic"	"intergenic"	"p3"	0.535714285714	48500	22000	3016752	23	"kpsU"	5	1
"intergenic"	"intergenic"	"p3"	1	30000	5000	3016891	66	"kpsU"	5	1
"intergenic"	"intergenic"	"p3"	0.25	41000	14000	3017424	9	"kpsC"	6	1
"intergenic"	"intergenic"	"p3"	0.415300546448	29000	13000	3018607	12	"kpsC"	6	1
"intergenic"	"intergenic"	"p3"	0.111111111111	30000	2500	3018851	6	"kpsC"	6	1
"intergenic"	"intergenic"	"p3"	0.0689655172414	16500	16500	3019160	3	"kpsS"	5	2
"intergenic"	"intergenic"	"p3"	1	38000	14000	3019443	42	"kpsS"	5	2
"intergenic"	"intergenic"	"p3"	0.0806451612903	34500	34000	3019473	7	"kpsS"	5	2
"intergenic"	"intergenic"	"p3"	0.178571428571	22500	14000	3020045	9	"kpsS"	5	2
"intergenic"	"intergenic"	"p3"	0.00909090909091	14000	14000	3021120	1	"ECB_02820"	3	0
"intergenic"	"intergenic"	"p3"	0.244897959184	15500	14000	3021664	14	"ECB_02821"	7	4
"intergenic"	"intergenic"	"p3"	1	15500	2500	3021887	88	"ECB_02821"	7	4
"intergenic"	"intergenic"	"p3"	0.0909090909091	20500	20500	3021945	7	"ECB_02821"	7	4
"intergenic"	"intergenic"	"p3"	0.181818181818	21000	500	3021974	46	"ECB_02821"	7	4
"intergenic"	"intergenic"	"p3"	0.0820895522388	32000	25500	3022148	10	"ECB_02821"	7	4
"intergenic"	"intergenic"	"p3"	0.428571428571	20500	2500	3022651	61	"ECB_02821"	7	4
"intergenic"	"intergenic"	"p3"	1	48000	40500	3022795	15	"IR2413"	2	1
"intergenic"	"intergenic"	"p3"	0.802721088435	46000	10500	3023862	37	"IR2414"	2	0
"intergenic"	"intergenic"	"p3"	0.178571428571	15500	14000	3026083	13	"ECB_02826"	4	0
"intergenic"	"intergenic"	"p3"	0.0505050505051	34000	17000	3026238	8	"ECB_02826"	4	0
"intergenic"	"intergenic"	"p3"	0.0833333333333	22500	11500	3026602	24	"ECB_02826"	4	0
"intergenic"	"intergenic"	"p3"	0.96	20500	17500	3027096	23	"kpsT"	6	1
"intergenic"	"sv"	"p3"	0.0655737704918	41000	39000	3027380	7	"kpsT"	6	1
"intergenic"	"intergenic"	"p3"	0.852941176471	47500	22500	3027387	29	"kpsT"	6	1
"intergenic"	"intergenic"	"p3"	0.285714285714	50000	31000	3027448	5	"kpsT"	6	1
"intergenic"	"intergenic"	"p3"	0.352941176471	15000	14000	3027640	7	"kpsT"	6	1
"intergenic"	"intergenic"	"p3"	0.0597014925373	18500	8500	3027881	9	"kpsM"	3	1
"intergenic"	"intergenic"	"p3"	0.12	16500	3000	3028418	4	"kpsM"	3	1
"intergenic"	"intergenic"	"p3"	0.0796019900498	33000	7500	3028499	14	"IR2419"	3	2
"intergenic"	"intergenic"	"p3"	0.123287671233	29500	14500	3028499	30	"IR2419"	3	2
"intergenic"	"intergenic"	"p3"	0.0833333333333	50000	29500	3028516	4	"IR2419"	3	2
"intergenic"	"intergenic"	"p3"	1	37500	30500	3028792	39	"IR2419"	3	2
"intergenic"	"intergenic"	"p3"	0.875	50000	29500	3029211	27	"IR2419"	3	2
"intergenic"	"intergenic"	"p3"	0.787234042553	47500	44500	3029842	11	"yghD"	3	1
"yghE"	"missense"	"p3"	0.666666666667	45000	43000	3030167	14	"yghE"	4	0
"intergenic"	"intergenic"	"p3"	0.255813953488	5500	5000	3031178	5	"IR2421"	2	0
"intergenic"	"intergenic"	"p3"	1	37500	25000	3031413	46	"ECB_02831"	5	3
"intergenic"	"intergenic"	"p3"	0.09375	31000	9000	3031426	13	"ECB_02831"	5	3
"intergenic"	"intergenic"	"p3"	0.125	49500	23500	3031452	4	"ECB_02831"	5	3
"intergenic"	"intergenic"	"p3"	0.75	50000	26500	3031593	20	"ECB_02831"	5	3
"intergenic"	"intergenic"	"p3"	1	21500	19500	3031852	60	"ECB_02831"	5	3
"intergenic"	"intergenic"	"p3"	0.818181818182	23500	14500	3032112	16	"ECB_02831"	5	3
"intergenic"	"intergenic"	"p3"	0.857142857143	26000	21500	3032983	16	"ECB_02833"	3	1
"intergenic"	"intergenic"	"p3"	0.0686274509804	39000	38000	3033057	5	"ECB_02833"	3	1
"intergenic"	"intergenic"	"p3"	0.425925925926	11500	11000	3033059	6	"ECB_02833"	3	1
"intergenic"	"intergenic"	"p3"	1	14500	11000	3033139	76	"ECB_02833"	3	1
"intergenic"	"intergenic"	"p3"	0.625	31500	29500	3033291	16	"ECB_02834"	4	0
"intergenic"	"intergenic"	"p3"	0.0842105263158	36000	17000	3033445	10	"ECB_02834"	4	0
"intergenic"	"intergenic"	"p3"	0.118644067797	29000	28000	3033468	3	"ECB_02834"	4	0
"intergenic"	"intergenic"	"p3"	0.0810810810811	32500	29500	3033734	10	"ECB_02834"	4	0
"intergenic"	"intergenic"	"p3"	0.337837837838	34500	2500	3033939	11	"ECB_02835"	3	0
"intergenic"	"intergenic"	"p3"	0.290322580645	9000	6500	3034002	22	"ECB_02835"	3	0
"intergenic"	"intergenic"	"p3"	0.0909090909091	40000	9000	3034083	7	"ECB_02835"	3	0
"intergenic"	"intergenic"	"p3"	0.115942028986	32500	28000	3034346	10	"epsF"	7	3
"intergenic"	"intergenic"	"p3"	1	18000	13500	3034721	72	"epsF"	7	3
"intergenic"	"intergenic"	"p3"	0.0704225352113	31500	13000	3035097	6	"epsF"	7	3
"intergenic"	"sv"	"p3"	1	29500	11000	3035285	67	"epsF"	7	3
"intergenic"	"intergenic"	"p3"	1	18000	4000	3035285	59	"epsF"	7	3
"intergenic"	"intergenic"	"p3"	0.142857142857	6500	6000	3035842	10	"epsE"	6	2
"intergenic"	"intergenic"	"p3"	0.05	35000	13000	3035957	8	"epsE"	6	2
"intergenic"	"intergenic"	"p3"	0.0677966101695	46500	28000	3036301	7	"epsE"	6	2
"intergenic"	"intergenic"	"p3"	0.119565217391	32500	9500	3036942	16	"epsD"	8	5
"intergenic"	"intergenic"	"p3"	0.25	36500	24000	3037516	8	"epsD"	8	5
"intergenic"	"intergenic"	"p3"	1	3000	2500	3038156	94	"epsD"	8	5
"intergenic"	"intergenic"	"p3"	0.423076923077	21000	10500	3038308	7	"epsD"	8	5
"intergenic"	"intergenic"	"p3"	0.13	34500	33000	3038354	9	"epsD"	8	5
"intergenic"	"intergenic"	"p3"	0.0833333333333	44000	15500	3038476	5	"epsD"	8	5
"intergenic"	"intergenic"	"p3"	0.701754385965	45000	6000	3039211	24	"yghF"	6	3
"intergenic"	"intergenic"	"p3"	0.0504201680672	36000	32000	3039441	9	"yghF"	6	3
"intergenic"	"intergenic"	"p3"	1	50000	5500	3039665	23	"yghF"	6	3
"yghG"	"missense"	"p3"	1	18000	14000	3040066	71	"yghG"	3	2
"pppA"	"missense"	"p3"	0.0634920634921	40000	34000	3040503	6	"pppA"	4	1
"pppA"	"frameshift"	"p3"	0.0652173913043	26000	12000	3040625	12	"pppA"	4	1
"pppA"	"frameshift"	"p3"	0.127118644068	24500	23000	3040945	5	"pppA"	4	1
"yghJ"	"missense"	"p3"	1	15500	10000	3041502	77	"yghJ"	6	4
"yghJ"	"frameshift"	"p3"	0.690476190476	32500	23000	3041583	20	"yghJ"	6	4
"yghJ"	"missense"	"p3"	0.764705882353	46000	31000	3041784	11	"yghJ"	6	4
"yghJ"	"frameshift"	"p3"	0.5	50000	6000	3043943	56	"yghJ"	6	4
"yghK"	"missense"	"p3"	0.0666666666667	22500	22000	3046728	6	"yghK"	6	1
"yghK"	"missense"	"p3"	0.125	39500	38500	3046808	5	"yghK"	6	1
"yghK"	"missense"	"p3"	0.0604395604396	17500	17000	3047408	5	"yghK"	6	1
"yghK"	"missense"	"p3"	0.19298245614	8500	8000	3047762	10	"yghK"	6	1
"yghK"	"promoter"	"p3"	1	20500	6500	3048262	28	"ECB_misc_RNA_12"	2	1
"intergenic"	"intergenic"	"p3"	0.0204081632653	7500	7500	3048469	3	"ECB_misc_RNA_12"	2	1
"glcB"	"missense"	"p3"	0.0555555555556	7500	7500	3049646	6	"glcB"	5	2
"glcB"	"missense"	"p3"	0.4	50000	23500	3049788	6	"glcB"	5	2
"glcG"	"missense"	"p3"	0.21568627451	35500	34500	3050988	9	"glcG"	3	0
"glcE"	"frameshift"	"p3"	0.121212121212	46500	3000	3052716	45	"glcE"	4	1
"glcD"	"missense"	"p3"	0.18	10000	9500	3054804	7	"glcD"	5	3
"glcD"	"missense"	"p3"	0.099173553719	35500	29000	3054805	11	"glcD"	5	3
"glcD"	"promoter"	"p3"	0.0900900900901	23000	22000	3054917	6	"IR2437"	4	1
"glcD"	"promoter"	"p3"	0.351351351351	48500	22500	3054921	12	"IR2437"	4	1
"intergenic"	"intergenic"	"p3"	1	30000	1500	3055029	62	"IR2437"	4	1
"intergenic"	"sv"	"p3"	0.0666666666667	48000	9500	3055029	43	"IR2437"	4	1
"glcC"	"promoter"	"p3"	0.0769230769231	10500	10500	3055138	3	"IR2437"	4	1
"yghO"	"missense"	"p3"	0.38	11000	8000	3056491	9	"yghO"	5	1
"yghO"	"nonsense"	"p3"	1	37500	34500	3056870	32	"yghO"	5	1
"yghQ"	"nonsense"	"p3"	0.0810810810811	4500	4000	3058230	5	"ECB_02851"	5	2
"yghQ"	"missense"	"p3"	0.015873015873	20000	20000	3058810	2	"ECB_02851"	5	2
"intergenic"	"intergenic"	"p3"	1	30000	17000	3059283	64	"ECB_02852"	5	2
"intergenic"	"intergenic"	"p3"	1	30000	17000	3060612	63	"ECB_02854"	4	2
"intergenic"	"intergenic"	"p3"	0.0546218487395	36500	35500	3061170	3	"ECB_02854"	4	2
"intergenic"	"intergenic"	"p3"	0.0506329113924	25000	23000	3061241	4	"ECB_02854"	4	2
"intergenic"	"intergenic"	"p3"	0.0645161290323	7000	5500	3062944	9	"ECB_02856"	6	2
"intergenic"	"intergenic"	"p3"	0.75	49500	21000	3063362	12	"ECB_02856"	6	2
"intergenic"	"intergenic"	"p3"	1	38000	17500	3063437	36	"ECB_02856"	6	2
"intergenic"	"intergenic"	"p3"	0.277777777778	48000	3500	3063438	88	"ECB_02856"	6	2
"intergenic"	"sv"	"p3"	0.0961538461538	48500	11500	3063438	17	"ECB_02856"	6	2
"intergenic"	"intergenic"	"p3"	1	30000	7000	3063445	66	"ECB_02856"	6	2
"intergenic"	"intergenic"	"p3"	1	29500	16500	3063593	58	"ECB_02856"	6	2
"intergenic"	"intergenic"	"p3"	1	39000	11500	3063863	40	"ECB_02857"	5	2
"intergenic"	"intergenic"	"p3"	0.01	40500	30500	3064734	3	"ECB_02858"	4	0
"intergenic"	"intergenic"	"p3"	0.8	48000	9500	3064789	29	"ECB_02858"	4	0
"intergenic"	"intergenic"	"p3"	1	49500	34500	3065658	32	"ECB_02859"	5	1
"yghR"	"missense"	"p3"	0.666666666667	50000	37500	3067206	21	"yghR"	4	1
"yghS"	"missense"	"p3"	1	18500	12500	3067578	74	"yghS"	4	2
"yghS"	"missense"	"p3"	1	37000	33000	3067701	33	"yghS"	4	2
"yghT"	"frameshift"	"p3"	0.10843373494	23500	15000	3068438	15	"yghT"	2	0
"pitB"	"missense"	"p3"	0.0714285714286	35000	34000	3069326	9	"pitB"	4	1
"pitB"	"missense"	"p3"	0.147058823529	26500	11500	3069773	12	"pitB"	4	1
"pitB"	"missense"	"p3"	0.609756097561	34000	24000	3070214	14	"pitB"	4	1
"gss"	"missense"	"p3"	0.840579710145	46000	16000	3070864	28	"gss"	6	2
"gss"	"missense"	"p3"	0.381944444444	29000	25000	3070887	9	"gss"	6	2
"gss"	"missense"	"p3"	1	16500	12000	3071345	75	"gss"	6	2
"gss"	"missense"	"p3"	0.0821917808219	24500	23000	3072075	6	"gss"	6	2
"yghU"	"promoter"	"p3"	0.274725274725	11000	2000	3072719	18	"IR2449"	2	1
"hybC"	"missense"	"p3"	0.1484375	46500	14000	3075711	10	"hybC"	5	2
"hybB"	"missense"	"p3"	0.0588235294118	9500	9500	3077815	8	"hybB"	5	0
"hybB"	"missense"	"p3"	0.119047619048	49500	32500	3077852	3	"hybB"	5	0
"hybA"	"missense"	"p3"	0.715447154472	26500	23500	3078312	12	"hybA"	6	0
"hybA"	"missense"	"p3"	0.263513513514	29000	26500	3078938	8	"hybA"	6	0
"hybO"	"missense"	"p3"	1	13000	8000	3079250	82	"hybO#1"	6	2
"hybO"	"missense"	"p3"	1	14500	10000	3080023	79	"hybO#1"	6	2
"intergenic"	"intergenic"	"p3"	0.253521126761	11500	10500	3080978	4	"IR2454"	4	0
"intergenic"	"intergenic"	"p3"	0.756097560976	46000	31500	3081008	14	"IR2454"	4	0
"yghXY"	"missense"	"p3"	0.00719424460432	23000	23000	3081101	1	"ECB_02875"	3	2
"yghZ"	"missense"	"p3"	0.283333333333	25000	20000	3082072	12	"yghZ"	4	1
"yghZ"	"missense"	"p3"	0.0886075949367	25000	22500	3082217	7	"yghZ"	4	1
"yghZ"	"missense"	"p3"	1	20500	2500	3082285	32	"yghZ"	4	1
"yghZ"	"missense"	"p3"	0.442857142857	44500	31500	3082489	10	"yghZ"	4	1
"yghZ"	"missense"	"p3"	0.643564356436	32000	1500	3082628	20	"yghZ"	4	1
"yghZ"	"missense"	"p3"	0.489361702128	20000	14500	3082687	6	"yghZ"	4	1
"yqhA"	"missense"	"p3"	0.4	32500	30500	3083448	12	"yqhA"	3	0
"yghA"	"sv"	"p3"	0.261744966443	34000	31000	3084086	11	"yghA"	4	1
"exbD"	"missense"	"p3"	0.027027027027	22000	4500	3085213	2	"exbD"	2	1
"exbD"	"missense"	"p3"	0.127272727273	35500	21000	3085253	14	"exbD"	2	1
"exbB"	"missense"	"p3"	0.0555555555556	12000	5500	3085516	7	"exbB"	5	0
"metC"	"missense"	"p3"	0.666666666667	50000	24500	3086444	16	"metC"	4	0
"yghB"	"missense"	"p3"	0.06875	36500	30500	3088357	12	"yghB"	6	4
"yghB"	"frameshift"	"p3"	1	15500	3000	3088370	91	"yghB"	6	4
"yqhC"	"missense"	"p3"	0.12	16500	16000	3088693	8	"yqhC"	4	1
"yqhC"	"promoter"	"p3"	0.196721311475	8500	2000	3089453	7	"IR2463"	2	0
"yqhD"	"missense"	"p3"	1	37500	30500	3089702	39	"yqhD"	5	1
"dkgA"	"promoter"	"p3"	0.8	46000	4500	3090725	24	"IR2464"	2	0
"dkgA"	"frameshift"	"p3"	0.0705128205128	36000	34000	3090897	7	"dkgA"	3	1
"yqhG"	"frameshift"	"p3"	0.461538461538	48000	3000	3091878	76	"yqhG"	6	0
"yqhG"	"frameshift"	"p3"	0.396449704142	34000	4000	3091878	33	"yqhG"	6	0
"yqhG"	"sv"	"p3"	0.0952380952381	48500	3000	3091878	35	"yqhG"	6	0
"yqhG"	"missense"	"p3"	0.0864197530864	23000	11500	3091907	6	"yqhG"	6	0
"yqhH"	"missense"	"p3"	0.04	41500	37000	3092850	2	"yqhH"	4	2
"yqhH"	"missense"	"p3"	1	30000	21000	3092859	57	"yqhH"	4	2
"ygiQ"	"frameshift"	"p3"	0.777777777778	47500	6500	3093170	31	"ygiQ"	7	5
"ygiQ"	"missense"	"p3"	0.714285714286	50000	45500	3093361	9	"ygiQ"	7	5
"ygiQ"	"missense"	"p3"	1	31000	23500	3093367	52	"ygiQ"	7	5
"ygiQ"	"missense"	"p3"	0.09375	26000	12500	3093502	12	"ygiQ"	7	5
"ygiQ"	"missense"	"p3"	0.416666666667	48500	5500	3094399	11	"ygiQ"	7	5
"ygiQ"	"missense"	"p3"	0.16	18500	17000	3094999	5	"ygiQ"	7	5
"ygiQ"	"missense"	"p3"	0.15625	7500	7500	3095263	3	"ygiQ"	7	5
"ygiQ"	"promoter"	"p3"	0.0689655172414	16000	11500	3095413	12	"IR2468"	4	1
"sufI"	"missense"	"p3"	0.1	35500	24500	3095511	8	"sufI"	6	0
"sufI"	"missense"	"p3"	0.597014925373	32500	23000	3095688	17	"sufI"	6	0
"sufI"	"missense"	"p3"	0.670103092784	32500	27500	3095815	22	"sufI"	6	0
"intergenic"	"intergenic"	"p3"	0.0909090909091	8000	8000	3097872	8	"IR2470"	2	0
"intergenic"	"intergenic"	"p3"	0.0544217687075	36000	34000	3097884	8	"IR2470"	2	0
"parC"	"missense"	"p3"	0.255319148936	41000	8000	3098018	11	"parC"	5	1
"parC"	"missense"	"p3"	0.0833333333333	36500	14000	3098306	5	"parC"	5	1
"parC"	"missense"	"p3"	1	3000	2500	3099686	94	"parC"	5	1
"ygiS"	"missense"	"p3"	0.0901639344262	35500	8500	3100389	11	"ygiS"	4	1
"ygiS"	"nonsense"	"p3"	0.646017699115	32500	27500	3100627	19	"ygiS"	4	1
"ygiS"	"missense"	"p3"	0.206896551724	12000	11000	3101074	12	"ygiS"	4	1
"intergenic"	"intergenic"	"p3"	0.0555555555556	3500	3500	3102865	5	"IR2474"	5	0
"ygiW"	"missense"	"p3"	0.178571428571	16500	15500	3103725	15	"ygiW"	3	0
"ygiX"	"missense"	"p3"	0.357142857143	20500	19000	3104115	7	"qseB"	4	0
"ygiY"	"missense"	"p3"	0.0652173913043	15000	14500	3105089	6	"qseC"	4	2
"ygiZ"	"frameshift"	"p3"	0.766666666667	47500	40500	3106072	17	"ygiZ"	4	0
"ygiZ"	"promoter"	"p3"	0.0543933054393	42500	7500	3106478	19	"IR2478"	3	1
